-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.072884181497058874e-06,2.159709480675971194e-04,8.490195171164668930e-02,3.367275847728959715e+00,1.012682532509101563e+01,1.801405330725863507e+01,2.700994869889014893e+01,3.856066128969187901e+01,5.324625392304454152e+01,7.127220152041992662e+01,9.272535925980680815e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,2.384186075232764303e-07,3.576279326012052150e-07,3.576279326012052150e-07,1.072884181497058874e-06,1.370916226847547845e-05,6.647530839816019697e-04,7.593869337112338358e-02,2.394792357797648208e+00,8.086840191078671580e+00,1.522071106403403817e+01,2.359553527686833618e+01,3.438619236077032326e+01,4.800656126266603252e+01,6.484133152323948934e+01,8.422962189756347584e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.192092966562091635e-07,1.192092966562091635e-07,1.192092966562091635e-07,-0.000000000000000000e+00,-0.000000000000000000e+00,1.192092966562091635e-07,5.960466253896608114e-07,2.741817418445911629e-06,4.649173099868976426e-06,4.053124058622782691e-06,8.702316002249094512e-06,8.130404055756547746e-05,1.447831144500017972e-03,5.086800844428278345e-02,1.351677606869457593e+00,6.306361231225659836e+00,1.251943574032718942e+01,2.025164036418673064e+01,3.016986094288581910e+01,4.291266637690900154e+01,5.795761113231371553e+01,7.579399874374240653e+01,9.664429654557017102e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.192092966562091635e-07,1.549721964978620376e-06,4.172333838450067554e-06,8.702316002249094512e-06,1.084810418959057784e-05,5.841272248185802185e-06,3.099446331599131347e-06,2.980236679670452869e-06,4.529963263197777188e-06,8.821526336306850368e-06,2.205396175372129996e-05,1.907366822937835084e-05,3.576342636894355872e-05,1.831818501654748101e-04,1.993555808432214121e-03,2.503593913979685476e-02,5.510609967278274901e-01,4.424162182003589905e+00,1.000247911701721648e+01,1.717249307601867869e+01,2.616780856063431671e+01,3.754125974218157324e+01,5.095769506916626312e+01,6.775794978381536282e+01,8.719226073173850011e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.192092966562091635e-07,2.384186075232764303e-07,1.192092966562091635e-07,1.192092966562091635e-07,1.192092966562091635e-07,3.576285081423305934e-06,5.078444685682500761e-05,1.175472679064755866e-04,1.411537605514668389e-04,1.706030452191440144e-04,1.559379084161063433e-04,8.881486463866189072e-05,4.696956313566835625e-05,2.980276648572862007e-05,3.588263992900916281e-05,6.330213628941794106e-05,4.887700317707945567e-05,6.020250335748459708e-05,2.048821510076124554e-04,1.504121346232281751e-03,1.211073424365802231e-02,1.646061889802833966e-01,2.570460174164196587e+00,7.660070604313445664e+00,1.402872553983453940e+01,2.204133987252359006e+01,3.239807892044616722e+01,4.496807102284512325e+01,6.021593476766370401e+01,7.881776434286881283e+01,1.006398725738165894e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,2.384186075232764303e-07,2.384188633191085691e-06,3.933914293006466893e-06,8.106264545126783288e-06,1.907366822937835084e-05,5.006915505055222924e-05,9.346445067350746282e-05,1.676223089427049710e-04,9.632574513266039075e-05,5.173817006107754346e-05,6.520960748451717665e-05,6.360049540991498558e-04,1.789381704362401999e-03,1.828553147143605583e-03,1.915739000446171816e-03,1.919680458330534981e-03,9.849151828708155483e-04,3.328877374010315933e-04,1.334040929376526354e-04,9.716029089208605180e-05,1.449690035919912342e-04,1.018099157299611119e-04,1.117053431186177081e-04,2.164478883336308404e-04,6.793660394285414190e-04,4.374102567433704562e-03,5.532353890128766105e-02,1.068948893267955835e+00,5.629820209287292876e+00,1.122889510456350592e+01,1.822140123905894882e+01,2.776571656971353264e+01,3.931434637511106445e+01,5.371973427996078243e+01,7.130201724767030669e+01,9.213944776054704278e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-0.000000000000000000e+00,-0.000000000000000000e+00,1.192092966562091635e-07,3.814704541601117618e-06,9.489509687970817280e-05,9.477455884181342589e-04,3.155137295987492894e-03,3.274431451447863857e-03,4.697850065776376476e-03,7.341325294120325425e-03,1.187197308837237807e-02,2.439668951629152607e-02,2.237526342713858432e-02,1.122643318816000935e-02,4.382663432445109419e-03,4.422774755140510862e-03,1.350565189305622839e-02,1.572480300368948869e-02,2.157179450895034198e-02,2.036637073577285753e-02,1.113921535880339243e-02,2.786342276165711205e-03,9.677322772840154207e-04,4.105814656034729093e-04,2.042859826057777633e-04,1.627339206830538589e-04,1.505726681978951213e-04,2.073860621764764744e-04,3.424277012637208322e-04,1.993794702814678538e-03,1.827050667646811649e-02,2.996515418406641706e-01,3.454872453951476796e+00,8.366706730677488935e+00,1.482349438874969572e+01,2.369646068853839438e+01,3.445787048175536427e+01,4.800384903764473421e+01,6.474523165698745686e+01,8.481970213474176035e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.384188633191085691e-06,1.871603360333690827e-05,1.682184554872101045e-04,1.758451679719215659e-03,2.413232349807807944e-02,1.832458319568350258e-01,4.519503918682102328e-01,4.843697690182758864e-01,3.711446295023178021e-01,5.509785747033335568e-01,6.831214414616545438e-01,9.311324950969693814e-01,9.748346578802887796e-01,7.985755418504655312e-01,4.835640912240352085e-01,1.594053788135174898e-01,1.269506019532747332e-01,1.738305243249454457e-01,1.900675392907565098e-01,1.629393077254111255e-01,1.156762950498417541e-01,3.971231002618591521e-02,1.061227290616918728e-02,3.979364660942476088e-03,9.837219159984692506e-04,3.498212358562544999e-04,2.464955836866009552e-04,1.831818501654748101e-04,3.272830510723553736e-04,9.647491640318487478e-04,7.236194070773679064e-03,8.245484421308750533e-02,1.283528711884284412e+00,5.602716580070998376e+00,1.207925979267667138e+01,2.043420407163720043e+01,3.046832268929357213e+01,4.343883136523849942e+01,5.939761357744801984e+01,7.856484220751119096e+01,1.009763448104378085e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.579746483236173574e-02,2.751162172144304072e-02,8.598152739118763987e-02,3.010102807873104580e-01,1.046370185439715605e+00,2.497730417474660847e+00,3.700661408897771842e+00,4.150551304449521695e+00,3.819679510416024826e+00,3.515541894226573483e+00,3.918087713419263984e+00,4.303992914584285678e+00,4.249094535814314177e+00,4.054898473772305501e+00,2.903430558695725416e+00,1.749762408913639655e+00,1.110247065147878409e+00,8.958540023833211352e-01,9.018655862262020539e-01,7.557608789257080906e-01,4.907789775590378767e-01,2.594133647652153152e-01,7.548324462698244308e-02,3.312903276377174300e-02,9.026673965049480247e-03,2.799731059784160443e-03,8.176927133891831933e-04,3.770108332133834312e-04,3.458859606394977309e-04,6.507964197815789987e-04,2.447797127219932325e-03,1.547282846522481624e-02,2.577774579521224796e-01,3.467982300520026318e+00,9.825470571421464072e+00,1.763069921840073206e+01,2.731085199721546530e+01,3.998804093305822960e+01,5.506660463903900649e+01,7.318743142610493635e+01,9.439778828411037637e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.739626706810379897e+00,2.757879129968593634e+00,2.933739196329289811e+00,3.128663729582970010e+00,3.828216915258685571e+00,5.350088232471793326e+00,6.545211768908256289e+00,7.015626806503773238e+00,6.778421521831525354e+00,6.717465541228857084e+00,6.963306769014863562e+00,7.296812918545844795e+00,6.886085505837578502e+00,6.176664848872636782e+00,5.054805268764059889e+00,3.903927026014172963e+00,2.728179077716199608e+00,1.931975488987330181e+00,1.396058625967608657e+00,1.071747131149101362e+00,7.962462985063354370e-01,4.526459743945981384e-01,2.452821151958041457e-01,9.853143240886075294e-02,4.487626211253561287e-02,1.309201481406612952e-02,4.081700240222138794e-03,1.960947260785370072e-03,1.079665117696704648e-03,8.154258866447785864e-04,1.069342428338885230e-03,3.296796952412396620e-03,6.298549288788528322e-02,2.059306137423625671e+00,7.976541738636898415e+00,1.532650407602258014e+01,2.498225406841575236e+01,3.724690628944977533e+01,5.155498506338197018e+01,6.871868891181976835e+01,8.848385639387717561e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.977390686680458032e+00,8.379814695065638475e+00,7.876562151548167634e+00,7.723892062157674765e+00,7.745938987898355776e+00,8.167855644130177950e+00,8.652487953107135255e+00,8.978828561328985103e+00,8.772974337831469072e+00,8.841132897230512100e+00,8.949125246718935500e+00,8.894277391759978002e+00,8.575157193706681724e+00,7.748271518055589446e+00,6.509251525309732500e+00,5.381164901459127847e+00,3.736708210628785665e+00,2.530618497646830001e+00,1.661169252582805012e+00,8.865738150615902757e-01,5.694038881056210366e-01,3.714405608715564133e-01,2.223061438542500989e-01,1.208070928596571142e-01,6.763486769540727472e-02,2.901938028518070978e-02,1.202054363101591125e-02,6.731225934168113927e-03,3.217742529380907164e-03,1.446159797764035417e-03,5.603810403740891498e-04,1.188149303130129611e-03,1.733804768839878815e-02,1.020719905133795402e+00,6.266392953215700778e+00,1.374331966631307722e+01,2.328166204934508343e+01,3.498340985880884091e+01,4.872431187391040908e+01,6.452779397409798889e+01,8.299239358864434735e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.492675054236472398e+01,1.395984734447638154e+01,1.325407592783598076e+01,1.237628598402626423e+01,1.185700937061266202e+01,1.139044181176862836e+01,1.167962737308269716e+01,1.142735236849579294e+01,1.085046806032506694e+01,1.014045469492810625e+01,9.733930715073388029e+00,9.286647054979557225e+00,8.869944822896584924e+00,8.273386512819417504e+00,7.176374191076607900e+00,5.874364177861544967e+00,4.341139291756348051e+00,2.781992938188452058e+00,1.647740277561617228e+00,6.961590042985688065e-01,3.027386947496877867e-01,1.512327736783711241e-01,8.732494657895373269e-02,5.504230530243083008e-02,3.707810128132606881e-02,1.765685957577053239e-02,1.150688373150224493e-02,7.389361513438921260e-03,5.024098601951797714e-03,2.390497824956201549e-03,7.001227677108299826e-04,7.683605659660127122e-04,1.049167858928019836e-02,6.173999008980644021e-01,5.657002496253392465e+00,1.279227920081269687e+01,2.183781818016533194e+01,3.316460039380461211e+01,4.611429597420575277e+01,6.074671562775739631e+01,7.793252568391729085e+01,9.849980641032031770e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.099703982659315216e+01,1.921856692440341163e+01,1.836499793376111711e+01,1.713030626698671810e+01,1.595984662499908247e+01,1.504073352239249495e+01,1.439664139160040079e+01,1.396353617279985038e+01,1.277883432083993398e+01,1.123089968408457473e+01,1.015093325363357657e+01,9.357397523058589073e+00,8.854203931818672046e+00,8.309383554419401463e+00,7.334861578614691346e+00,6.098795136696242736e+00,4.616898691525837428e+00,2.852569890011205533e+00,1.492267164152793590e+00,5.685692529425949715e-01,1.475883202908358227e-01,4.416595850547840735e-02,1.983278174061227361e-02,1.056811755510724503e-02,5.628121955032087953e-03,3.319103150794543416e-03,3.643885131036985435e-03,5.137564839876961227e-03,4.368175857665472679e-03,3.084404675517405259e-03,1.153060721165927562e-03,7.496901462064160197e-04,8.982468284732649313e-03,4.109716769960525262e-01,5.006306180947399653e+00,1.201293598097694115e+01,2.071518322051202077e+01,3.098493008159849538e+01,4.342993934664765732e+01,5.740601361742223219e+01,7.393738559192445337e+01,9.336020897025512966e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.671039578820671778e+01,2.460227964706067993e+01,2.292282869487885222e+01,2.152568438528480144e+01,1.973149496335867781e+01,1.832992167456009014e+01,1.687187766463434713e+01,1.575697346388966658e+01,1.405556003560708866e+01,1.232465230902116282e+01,1.114739336440974782e+01,1.000556036504158541e+01,9.372020952934404292e+00,8.618240119872583094e+00,7.552037717132321859e+00,6.119672957523163426e+00,4.294227623106447567e+00,2.672052626286747223e+00,1.212252654698875665e+00,3.808190696364972538e-01,6.329887741923490019e-02,1.344753425097047761e-02,3.949802998753883937e-03,1.465559530054307480e-03,6.692264150108790484e-04,5.046210131487484938e-04,7.019121610104710803e-04,1.300106819547157009e-03,1.941597636301853639e-03,1.720954786045862314e-03,1.060153534394051023e-03,7.376410507950907159e-04,9.064024777203928337e-03,5.237431263608903764e-01,5.116449690974718578e+00,1.187649468905347128e+01,2.009637263125965134e+01,2.967142293068053860e+01,4.136144263002501020e+01,5.485085301031035954e+01,7.048753350996479128e+01,8.890721107080263153e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.151058196931586508e+01,2.866280363564550271e+01,2.657807920719820416e+01,2.472706220213943240e+01,2.251985166681102868e+01,2.050798803405275095e+01,1.895227053000035511e+01,1.742720989398162246e+01,1.558328067325824939e+01,1.390836618679877823e+01,1.247465424740232542e+01,1.102329754354422064e+01,9.751742487048389307e+00,8.612029698323572902e+00,7.397699157217108024e+00,5.672671268050859972e+00,3.649803802250203955e+00,1.989248954547504722e+00,8.002720525258669726e-01,1.872336276059967386e-01,2.652080894801366051e-02,4.215171146545884130e-03,8.155451931874300141e-04,2.264636864667340325e-04,1.165934819365240541e-04,8.738422713108969528e-05,9.477587628435032519e-05,1.784126163971206812e-04,4.072422403263931058e-04,6.608165692286131895e-04,6.063630382809150673e-04,5.552521807581221229e-04,8.995158422922712102e-03,5.861480578767757077e-01,5.427683731882368967e+00,1.188235783340991425e+01,1.965669257348438848e+01,2.896321863296178023e+01,3.959726713217762750e+01,5.261449427504419418e+01,6.787177278439727957e+01,8.487037664100617462e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.487704848703209848e+01,3.183212275758207355e+01,2.894837951010633503e+01,2.675589752560830092e+01,2.470573042444983614e+01,2.261175346623490867e+01,2.077699667765747904e+01,1.879918483259511319e+01,1.692385293571636851e+01,1.508057897775520040e+01,1.327913833229988505e+01,1.145183007498787653e+01,9.749463019061014535e+00,8.259671193326894922e+00,6.927355291037369689e+00,5.286233396421121000e+00,3.150453654343385423e+00,1.448317775392161000e+00,4.716490213151922628e-01,7.980775389941673070e-02,9.282503848535973365e-03,1.190655677526490088e-03,1.930780828009461773e-04,5.042680088973332459e-05,2.551111336955270520e-05,1.621259480231112366e-05,1.537811659467966521e-05,2.765693762535485414e-05,7.260109273198080419e-05,1.491419423346276613e-04,1.817510776466800353e-04,3.427854516790243881e-04,7.389601700333147359e-03,5.361598725785601260e-01,5.299821767711643261e+00,1.191340736268541534e+01,1.964499477151297668e+01,2.837373730635031777e+01,3.860474399800501288e+01,5.095236209052686149e+01,6.559479528119449299e+01,8.173557285440121234e+01,1.006398725738165894e+02,nan,nan,nan,nan,nan,nan,nan,nan
